accounttypelovdesc,approvedforonboarding,businesssegmentlovdesc,businesssubsegmentlovdesc,createdby,createdon,incorporationcountrycode,internalidentifiers_ccid,internalidentifiers_onboardingcaseid,internalidentifiers_scileid,internalidentifiers_scisubprofileid,justificationforclientonboarding,modifiedby,modifiedon,prospectclassificationlovdesc,prospectcountrycode,prospectdisqualifyreasondesc,prospectid,prospectname,prospectsourcelovdesc,prospectstatuslovdesc,prospecttierlovdesc,prospecttypelovdesc,prospectstagelovdesc,yearonrevenueprojectionusd000,yearthreerevenueprojectionusd000,yearfiverevenueprojectionusd000,caseid,legalentityid,casestage_lovdesc,priority,businessunit_lovdesc,casestatus_lovdesc,createdondate,casestatusmodifieddate,caseoriginaltargetcompletiondate,comments,kycreviewtype,kycreviewreasons,fccrecommendation
Non-Borrowing,True,Middle Market,FI - Financial Sponsors,John Mathews,2021-07-04,HK,316207,367296,223611,413571,Strong revenue potential.,Emily Davis,2022-07-05,Transaction participation counterparty / SPV,SG,Auto disqualified,479,Prospect_479,Self,Silver,Platinum,Subsidiary,Onboarding In Progress,22329.68,129073.99,151749.09,CASE104472,,Validation,High,INDIA,Closed,2022-10-08,2022-10-16,2025-01-06,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
Borrowing,True,Global Corporate,Origination GC,Emily Davis,2025-10-18,GB,403099,224446,448461,385764,High strategic importance.,David Chen,2021-11-14,Co-Borrower / Guarantor,SG,Client decision,1405,Prospect_1405,Self,Converted,Portfolio,Standalone,Draft,49719.43,75218.16,192424.81,CASE104473,LE201406,Validation,High,INDIA,Closed,2024-12-01,2023-03-10,2021-03-27,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
Non-Borrowing,False,Global Corporate,Fintech - Other,Rohit Sharma,2025-12-27,US,997442,653633,218343,623828,High strategic importance.,David Chen,2025-06-04,Transaction participation counterparty / SPV,HK,Auto disqualified,2330,Prospect_2330,User Referral,Portfolio,Portfolio,Subsidiary,Onboarding In Progress,96793.24,143473.26,24241.58,CASE104474,,Business Acceptance,Low,SINGAPORE,Closed,2020-02-29,2025-06-18,2020-08-23,Enhanced due diligence recommended based on risk factors.,Refresh KYC,New Business,False
Borrowing,True,Global Corporate,Origination GC,Rohit Sharma,2023-07-17,AU,359588,745993,196604,999308,High strategic importance.,Emily Davis,2025-04-30,Co-Borrower / Guarantor,IN,Client decision,1217,Prospect_1217,User Referral,Converted,Gold,Standalone,Onboarding In Progress,55545.55,44265.76,15903.78,CASE104475,LE201218,Validation,Low,SINGAPORE,Closed,2023-01-12,2021-08-16,2021-03-04,"High potential client, fast-track onboarding recommended.",New Business,New Business,False
Borrowing,False,Local Corporate,FI - Financial Sponsors,Amit Singh,2025-06-16,US,395769,371645,710424,928929,Client meets all KYC requirements.,Emily Davis,2025-04-05,Liquidity provider,AU,Client decision,1305,Prospect_1305,User Referral,Qualified,Portfolio,Subsidiary,Qualify,11176.82,118607.38,7449.66,CASE104476,,Validation,Medium,SINGAPORE,Open,2024-12-08,2023-04-22,2024-12-13,Pending additional KYC documentation from client.,New Business,New Business,True
Borrowing,False,Local Corporate,Origination GC,Amit Singh,2023-05-13,HK,846009,333988,461233,568074,Existing group relationship.,Maria Garcia,2025-02-10,Liquidity provider,IN,Auto disqualified,2110,Prospect_2110,User Referral,Lead,Platinum,Group,Converted,91188.51,19058.05,42524.15,CASE104477,,Business Acceptance,High,SINGAPORE,Closed,2020-01-12,2022-12-03,2024-03-19,Pending additional KYC documentation from client.,New Business,New Business,False
Non-Borrowing,True,Global Corporate,Middle Markets,Sarah Lee,2022-10-24,SG,445404,252278,573075,860977,Strong revenue potential.,Kunal Mehta,2021-04-19,None,AU,Client decision,661,Prospect_661,Self,Gold,Gold,Standalone,Draft,11001.14,55255.02,105854.89,CASE104478,,Business Acceptance,Low,SINGAPORE,Closed,2023-04-14,2021-01-20,2024-02-22,"High potential client, fast-track onboarding recommended.",Refresh KYC,New Business,True
Borrowing,True,Middle Market,Financial Sponsors - Portfolio Companies,Sarah Lee,2020-07-14,SG,351314,529884,613323,971583,Existing group relationship.,Priya Nair,2021-05-10,None,HK,Client decision,1331,Prospect_1331,Self,Disqualified,Gold,Group,Converted,45748.77,66623.09,33709.64,CASE104479,,Complete,Low,SINGAPORE,Open,2020-06-09,2024-10-04,2021-02-05,Client onboarding completed successfully.,New Business,New Business,False
Non-Borrowing,False,Middle Market,Fintech - Other,David Chen,2024-06-19,GB,327140,225044,643274,719758,High strategic importance.,Lisa Wong,2025-08-15,Co-Borrower / Guarantor,DE,Auto disqualified,2146,Prospect_2146,User Referral,Disqualified,Gold,Standalone,Converted,46172.88,83110.07,49455.46,CASE104480,,Business Acceptance,High,INDIA,Open,2025-05-30,2025-03-14,2020-03-13,Onboarding delayed due to missing tax documents.,New Business,Refresh KYC,True
Borrowing,False,Global Corporate,Middle Markets,Kunal Mehta,2021-02-09,DE,866647,278942,145263,575504,Client meets all KYC requirements.,Amit Singh,2023-04-13,Co-Borrower / Guarantor,AU,Auto disqualified,2627,Prospect_2627,Self,Converted,Gold,Standalone,Onboarding In Progress,72820.57,11314.33,32781.21,CASE104481,LE202628,Complete,High,SINGAPORE,Open,2022-04-02,2024-05-06,2023-08-28,Client classified as low risk after initial screening.,New Business,Refresh KYC,False
Non-Borrowing,False,Financial Institution,Local Corporates,Rohit Sharma,2021-10-31,SG,387537,268204,106617,967453,Client meets all KYC requirements.,Lisa Wong,2021-07-28,None,DE,Auto disqualified,369,Prospect_369,Self,Converted,Platinum,Standalone,Converted,67969.49,59327.1,175949.11,CASE104482,LE200370,Validation,Low,HONG KONG,Open,2024-05-12,2021-08-13,2021-10-26,Client classified as low risk after initial screening.,New Business,Refresh KYC,False
Non-Borrowing,False,Middle Market,Middle Markets,Sarah Lee,2020-09-02,US,818204,147099,579445,512828,Strong revenue potential.,Sarah Lee,2023-07-30,None,US,Auto disqualified,263,Prospect_263,Self,Converted,Portfolio,Standalone,Converted,61647.29,46775.77,174491.08,CASE104483,LE200264,Complete,Medium,HONG KONG,Closed,2023-11-12,2021-01-21,2020-04-14,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
Non-Borrowing,False,Middle Market,Origination GC,David Chen,2022-06-01,HK,258755,970139,363502,167027,Client meets all KYC requirements.,Amit Singh,2021-06-09,None,DE,Auto disqualified,2571,Prospect_2571,Self,Disqualified,Platinum,Subsidiary,Draft,63654.73,69288.56,92523.77,CASE104484,,Complete,High,HONG KONG,Closed,2020-10-06,2025-07-03,2024-04-15,Client onboarding completed successfully.,New Business,Refresh KYC,True
Borrowing,True,Global Corporate,Financial Sponsors - Portfolio Companies,David Chen,2022-11-07,DE,645687,280941,732908,734322,High strategic importance.,Priya Nair,2025-05-23,Transaction participation counterparty / SPV,IN,Auto disqualified,1815,Prospect_1815,User Referral,Silver,Platinum,Subsidiary,Onboarding In Progress,76049.4,109479.57,65666.56,CASE104485,,Complete,Low,INDIA,Open,2025-09-15,2023-04-03,2023-09-06,"High potential client, fast-track onboarding recommended.",New Business,New Business,True
Borrowing,False,Middle Market,Fintech - Other,Emily Davis,2025-05-05,US,858301,223600,863029,582163,High strategic importance.,Kunal Mehta,2025-08-26,Liquidity provider,DE,Auto disqualified,1491,Prospect_1491,Self,Silver,Portfolio,Subsidiary,Draft,17224.93,22694.23,184497.73,CASE104486,,Business Acceptance,Medium,HONG KONG,Closed,2025-01-05,2022-09-15,2022-05-31,"High potential client, fast-track onboarding recommended.",Refresh KYC,Refresh KYC,False
Non-Borrowing,False,Local Corporate,Finance Companies,Kunal Mehta,2021-01-29,US,480135,324418,327579,528746,Existing group relationship.,Maria Garcia,2024-05-16,None,HK,Auto disqualified,2196,Prospect_2196,Self,Portfolio,Gold,Group,Converted,97636.02,102377.98,126026.4,CASE104487,,Business Acceptance,Low,HONG KONG,Open,2024-03-08,2020-03-25,2025-08-05,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,True
Non-Borrowing,False,Local Corporate,Fintech - Other,Emily Davis,2025-01-16,GB,412085,103857,667867,144347,High strategic importance.,Maria Garcia,2022-03-23,Transaction participation counterparty / SPV,HK,Auto disqualified,2378,Prospect_2378,Self,Disqualified,Platinum,Subsidiary,Onboarding In Progress,54563.09,53548.08,32555.96,CASE104488,,Business Acceptance,High,SINGAPORE,Closed,2024-06-01,2024-07-25,2023-03-30,Enhanced due diligence recommended based on risk factors.,New Business,Refresh KYC,False
Non-Borrowing,True,Middle Market,Middle Markets,Sarah Lee,2023-10-02,SG,913088,583198,362356,547102,Existing group relationship.,Maria Garcia,2020-01-05,Co-Borrower / Guarantor,DE,Client decision,1836,Prospect_1836,User Referral,Silver,Gold,Group,Qualify,72150.59,45961.07,162040.05,CASE104489,,Complete,High,INDIA,Open,2021-12-31,2023-03-17,2023-01-17,Client onboarding completed successfully.,New Business,Refresh KYC,False
Borrowing,True,Local Corporate,Finance Companies,Priya Nair,2022-11-30,SG,788708,921387,173278,141755,High strategic importance.,Amit Singh,2020-09-08,None,IN,Auto disqualified,2168,Prospect_2168,Self,Qualified,Portfolio,Group,Converted,57889.05,60338.82,62129.08,CASE104490,,Business Acceptance,Low,SINGAPORE,Open,2024-11-04,2025-08-09,2023-12-20,Client onboarding completed successfully.,New Business,New Business,True
Borrowing,False,Financial Institution,FI - Financial Sponsors,Sarah Lee,2024-01-18,SG,272383,939336,448657,815093,Existing group relationship.,Amit Singh,2020-02-05,Co-Borrower / Guarantor,GB,Auto disqualified,1209,Prospect_1209,Self,Gold,Gold,Subsidiary,Converted,87541.66,128397.92,172403.98,CASE104491,,Business Acceptance,Low,HONG KONG,Closed,2021-07-25,2023-05-19,2024-01-03,Client classified as low risk after initial screening.,New Business,Refresh KYC,False
Borrowing,False,Middle Market,Middle Markets,Maria Garcia,2024-01-15,AU,200606,440111,654775,413498,Strong revenue potential.,John Mathews,2024-12-17,Co-Borrower / Guarantor,AU,Client decision,622,Prospect_622,Self,Converted,Portfolio,Standalone,Draft,58724.11,10099.56,107116.67,CASE104492,LE200623,Complete,Low,INDIA,Open,2020-07-24,2021-06-18,2025-12-23,Client classified as low risk after initial screening.,Refresh KYC,Refresh KYC,True
Borrowing,True,Global Corporate,Hedge Funds,Priya Nair,2022-11-21,US,461521,831357,293216,721520,High strategic importance.,David Chen,2020-12-05,Liquidity provider,US,Client decision,2582,Prospect_2582,User Referral,Gold,Gold,Group,Qualify,9562.66,86169.1,138583.92,CASE104493,,Validation,High,HONG KONG,Closed,2022-06-22,2022-04-03,2022-03-12,Enhanced due diligence recommended based on risk factors.,Refresh KYC,New Business,False
Non-Borrowing,True,Local Corporate,Middle Markets,Rohit Sharma,2023-11-10,HK,208527,362924,652827,725799,Client meets all KYC requirements.,Sarah Lee,2021-08-22,Co-Borrower / Guarantor,GB,Client decision,1800,Prospect_1800,User Referral,Lead,Portfolio,Standalone,Onboarding In Progress,87371.37,110226.03,142318.63,CASE104494,,Validation,Low,HONG KONG,Open,2021-10-13,2021-07-27,2022-02-09,Pending additional KYC documentation from client.,New Business,New Business,False
Non-Borrowing,True,Financial Institution,FI - Financial Sponsors,Sarah Lee,2020-03-22,HK,656054,784923,533664,233575,Client meets all KYC requirements.,Amit Singh,2020-10-26,Transaction participation counterparty / SPV,GB,Auto disqualified,2151,Prospect_2151,Self,Lead,Portfolio,Standalone,Onboarding In Progress,10234.46,93627.64,9504.49,CASE104495,,Business Acceptance,Low,INDIA,Closed,2025-04-07,2024-05-19,2020-12-14,Pending additional KYC documentation from client.,New Business,New Business,False
Borrowing,True,Financial Institution,Fintech - Other,Kunal Mehta,2024-08-13,US,613277,753899,564968,924982,High strategic importance.,Kunal Mehta,2020-07-15,Liquidity provider,AU,Auto disqualified,13,Prospect_13,User Referral,Silver,Portfolio,Group,Converted,52161.38,80306.88,147404.0,CASE104496,,Complete,Medium,SINGAPORE,Open,2022-05-03,2025-12-03,2025-11-21,Pending additional KYC documentation from client.,Refresh KYC,New Business,True
Borrowing,False,Local Corporate,Local Corporates,David Chen,2021-05-11,IN,697385,117013,879028,351935,Client meets all KYC requirements.,Amit Singh,2021-08-02,None,US,Client decision,333,Prospect_333,User Referral,Disqualified,Gold,Standalone,Draft,20183.02,93325.0,46281.23,CASE104497,,Complete,Medium,HONG KONG,Open,2023-11-03,2022-08-25,2024-02-01,Enhanced due diligence recommended based on risk factors.,Refresh KYC,New Business,False
Non-Borrowing,True,Financial Institution,Finance Companies,Amit Singh,2023-12-09,US,851267,466177,741229,449198,Strong revenue potential.,Priya Nair,2023-02-15,Transaction participation counterparty / SPV,DE,Client decision,1927,Prospect_1927,Self,Gold,Platinum,Subsidiary,Qualify,12097.18,53118.81,152659.07,CASE104498,,Complete,Low,SINGAPORE,Closed,2025-07-25,2023-05-21,2024-11-15,Enhanced due diligence recommended based on risk factors.,Refresh KYC,New Business,True
Borrowing,False,Middle Market,Hedge Funds,John Mathews,2022-03-25,DE,493073,464978,984369,970234,Existing group relationship.,Kunal Mehta,2021-07-30,Co-Borrower / Guarantor,SG,Auto disqualified,941,Prospect_941,Self,Qualified,Gold,Standalone,Converted,12224.49,63711.43,61657.9,CASE104499,,Complete,Low,SINGAPORE,Closed,2021-04-27,2025-11-10,2024-04-26,"High potential client, fast-track onboarding recommended.",New Business,Refresh KYC,False
Borrowing,False,Financial Institution,FI - Financial Sponsors,Priya Nair,2021-12-15,AU,735152,105664,179866,175130,Client meets all KYC requirements.,Lisa Wong,2022-03-03,None,IN,Client decision,2825,Prospect_2825,User Referral,Gold,Gold,Subsidiary,Draft,86587.89,58200.26,18708.47,CASE104500,,Complete,High,HONG KONG,Open,2021-07-31,2025-06-01,2023-09-22,Enhanced due diligence recommended based on risk factors.,New Business,New Business,False
Borrowing,True,Local Corporate,Global Subsidiaries GC,John Mathews,2023-03-11,DE,590164,861285,427520,331363,High strategic importance.,Sarah Lee,2023-04-24,None,AU,Auto disqualified,1020,Prospect_1020,User Referral,Lead,Gold,Group,Converted,34580.45,87000.25,120944.4,CASE104501,,Validation,Medium,INDIA,Closed,2024-01-31,2020-04-09,2022-11-14,Pending additional KYC documentation from client.,New Business,Refresh KYC,False
Borrowing,True,Financial Institution,Hedge Funds,Maria Garcia,2023-12-25,SG,759705,480753,384723,540743,Existing group relationship.,Lisa Wong,2023-04-03,Co-Borrower / Guarantor,HK,Auto disqualified,2906,Prospect_2906,Self,Lead,Gold,Standalone,Converted,35297.72,132704.7,197834.45,CASE104502,,Validation,Low,HONG KONG,Closed,2024-05-13,2021-12-06,2022-10-03,Client classified as low risk after initial screening.,Refresh KYC,New Business,True
Borrowing,True,Local Corporate,Hedge Funds,Maria Garcia,2023-08-24,US,510860,910050,256650,780031,High strategic importance.,John Mathews,2025-06-25,Transaction participation counterparty / SPV,IN,Client decision,545,Prospect_545,Self,Silver,Platinum,Group,Onboarding In Progress,68525.22,70908.96,4949.87,CASE104503,,Business Acceptance,High,SINGAPORE,Open,2025-06-04,2023-10-06,2022-11-13,Client onboarding completed successfully.,Refresh KYC,New Business,True
Borrowing,True,Local Corporate,Global Subsidiaries GC,Lisa Wong,2025-09-21,AU,959015,864933,753633,984024,Existing group relationship.,Priya Nair,2022-06-06,Transaction participation counterparty / SPV,GB,Auto disqualified,285,Prospect_285,User Referral,Disqualified,Platinum,Subsidiary,Draft,83174.75,60771.38,3352.96,CASE104504,,Business Acceptance,High,SINGAPORE,Open,2022-01-26,2021-03-02,2025-03-08,Enhanced due diligence recommended based on risk factors.,Refresh KYC,New Business,True
Non-Borrowing,False,Financial Institution,Hedge Funds,Rohit Sharma,2025-06-19,IN,558983,198083,356626,281038,Client meets all KYC requirements.,Sarah Lee,2020-07-31,None,AU,Auto disqualified,1875,Prospect_1875,User Referral,Lead,Portfolio,Group,Onboarding In Progress,81943.89,101640.44,36747.41,CASE104505,,Business Acceptance,Medium,INDIA,Open,2020-10-23,2024-09-18,2025-09-20,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
Borrowing,False,Local Corporate,Middle Markets,Kunal Mehta,2025-01-04,US,540747,701142,371585,781077,Client meets all KYC requirements.,Sarah Lee,2023-11-29,Co-Borrower / Guarantor,SG,Auto disqualified,800,Prospect_800,User Referral,Portfolio,Platinum,Subsidiary,Onboarding In Progress,64770.27,29724.3,27117.84,CASE104506,,Validation,High,HONG KONG,Open,2021-09-24,2021-11-22,2021-03-10,Client classified as low risk after initial screening.,New Business,New Business,False
Borrowing,False,Local Corporate,Global Subsidiaries GC,Lisa Wong,2020-11-17,DE,830044,315422,339191,741545,Existing group relationship.,Maria Garcia,2025-06-03,Co-Borrower / Guarantor,SG,Client decision,1941,Prospect_1941,Self,Qualified,Portfolio,Subsidiary,Qualify,71777.68,133851.41,145599.2,CASE104507,,Complete,High,SINGAPORE,Closed,2022-10-17,2020-06-14,2021-08-28,Pending additional KYC documentation from client.,Refresh KYC,Refresh KYC,True
Non-Borrowing,True,Global Corporate,Fintech - Other,Kunal Mehta,2024-04-09,SG,268569,942161,443101,245335,Strong revenue potential.,Lisa Wong,2025-01-05,None,IN,Auto disqualified,273,Prospect_273,Self,Converted,Platinum,Standalone,Qualify,61583.63,113536.91,120652.37,CASE104508,LE200274,Complete,Medium,HONG KONG,Closed,2020-01-20,2023-07-02,2024-08-07,Client classified as low risk after initial screening.,Refresh KYC,Refresh KYC,True
Non-Borrowing,False,Middle Market,Global Subsidiaries GC,Rohit Sharma,2023-03-19,GB,358289,668390,253618,652052,Strong revenue potential.,David Chen,2025-04-07,Co-Borrower / Guarantor,AU,Auto disqualified,1084,Prospect_1084,User Referral,Portfolio,Portfolio,Group,Onboarding In Progress,83184.4,52471.37,16483.1,CASE104509,,Business Acceptance,Medium,INDIA,Open,2020-04-20,2023-11-28,2025-10-19,"Compliance review in progress, awaiting approvals.",New Business,New Business,False
Non-Borrowing,True,Local Corporate,Fintech - Other,Amit Singh,2025-03-14,HK,225061,937057,114081,750587,Existing group relationship.,David Chen,2021-01-19,Liquidity provider,DE,Client decision,676,Prospect_676,User Referral,Disqualified,Gold,Subsidiary,Converted,34462.47,31253.37,23243.66,CASE104510,,Validation,High,INDIA,Open,2023-10-30,2022-12-20,2025-10-06,Client classified as low risk after initial screening.,New Business,New Business,False
